AGENCY,AWARDIDIDV,BUREAU,CONTRACT_NUMBER,DATASOURCE,DATE,DESCR,FROM_ZIP_CODE,LONGDESCR,MANUFACTURER_NAME,MANUFACTURER_PART_NUMBER,PRICE,PSC,TO_ZIP_CODE,UNIT_OF_ISSUE,UNITS,VENDOR,EXTENDED_PRICE,PRODUCT_DESCRIPTION,QUANTITY,UNSPSC_CODE,ORDERING_PROCESS,PSC_DESCRIPTION,DUNS_NUMBER
DEPARTMENT OF THE NAVY,MOMS00006442903,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,"XER106R01371: TONER,HI CAP PH 3600,BK - EA","OTHER, UNDEFINED","XER106R01371: TONER,HI CAP PH 3600,BK - EA",Xerox,XER106R01371,229.13,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,458.26,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006442952,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,"NSN4822994: 7510004822994 BNDR,NAVAL - EA","OTHER, UNDEFINED","NSN4822994: 7510004822994 BNDR,NAVAL - EA",AbilityOne,NSN4822994,4.93,7510,"OTHER, UNDEFINED",EA,80,DOCUMENT IMAGING DIMENSIONS INC.,394.4,OFFICE SUPPLIES,80,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443174,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,7520014557233: ENVIRONMENTAL BALL POINT STIC - DZ,"OTHER, UNDEFINED",7520014557233: ENVIRONMENTAL BALL POINT STIC - DZ,AbilityOne,7.52001E+12,3.6,7510,"OTHER, UNDEFINED",DZ,2,DOCUMENT IMAGING DIMENSIONS INC.,7.2,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443174,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,7530009908884: Classification Folder - Six P - EA,"OTHER, UNDEFINED",7530009908884: Classification Folder - Six P - EA,AbilityOne,7.53001E+12,2.54,7510,"OTHER, UNDEFINED",EA,10,DOCUMENT IMAGING DIMENSIONS INC.,25.4,OFFICE SUPPLIES,10,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443174,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,"7530013576855: Hanging File Folder - Green, - BX","OTHER, UNDEFINED","7530013576855: Hanging File Folder - Green, - BX",AbilityOne,7.53001E+12,10.87,7510,"OTHER, UNDEFINED",BX,2,DOCUMENT IMAGING DIMENSIONS INC.,21.74,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443187,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,"NSN2431780: 7520002431780 STAPLR,HDTY - EA","OTHER, UNDEFINED","NSN2431780: 7520002431780 STAPLR,HDTY - EA",AbilityOne,NSN2431780,32.12,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,32.12,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443187,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,NSN2828201: 7510002828201 CLIPBDR1.25 - DZ,"OTHER, UNDEFINED",NSN2828201: 7510002828201 CLIPBDR1.25 - DZ,AbilityOne,NSN2828201,0.78,7510,"OTHER, UNDEFINED",DZ,19,DOCUMENT IMAGING DIMENSIONS INC.,14.82,OFFICE SUPPLIES,19,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443187,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,"NSN4512270: 7520014512270,PENCIL - BX","OTHER, UNDEFINED","NSN4512270: 7520014512270,PENCIL - BX",AbilityOne,NSN4512270,13.58,7510,"OTHER, UNDEFINED",BX,4,DOCUMENT IMAGING DIMENSIONS INC.,54.32,OFFICE SUPPLIES,4,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443341,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,"QRTB244G: BOARD,FASH,CORK,4X3,GPH - EA","OTHER, UNDEFINED","QRTB244G: BOARD,FASH,CORK,4X3,GPH - EA","ACCO BRANDS, INC.",QRTB244G,78.79,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,157.58,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443353,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,751000NSH0964: 7510-00-NSH-0964 - EA,"OTHER, UNDEFINED",751000NSH0964: 7510-00-NSH-0964 - EA,AbilityOne,751000NSH0964,80.71,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,80.71,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443353,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,7530014840001: Folder Trifold Red 3Fas 10PG - PK,"OTHER, UNDEFINED",7530014840001: Folder Trifold Red 3Fas 10PG - PK,AbilityOne,7.53001E+12,6.94,7510,"OTHER, UNDEFINED",PK,1,DOCUMENT IMAGING DIMENSIONS INC.,6.94,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443353,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,R1OM96476: OMX SELF-INKING REFILL BLACK - EA,"OTHER, UNDEFINED",R1OM96476: OMX SELF-INKING REFILL BLACK - EA,OfficeMax,R1OM96476,1.52,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,1.52,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443353,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,R1OM96498: OMX TRADITIONAL NUMBERER STAM - EA,"OTHER, UNDEFINED",R1OM96498: OMX TRADITIONAL NUMBERER STAM - EA,OfficeMax,R1OM96498,1.72,7510,"OTHER, UNDEFINED",EA,3,DOCUMENT IMAGING DIMENSIONS INC.,5.16,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443475,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,7510014844578: Double Pocket Portfolio - Gre - BX,"OTHER, UNDEFINED",7510014844578: Double Pocket Portfolio - Gre - BX,AbilityOne,7.51001E+12,13.09,7510,"OTHER, UNDEFINED",BX,5,DOCUMENT IMAGING DIMENSIONS INC.,65.45,OFFICE SUPPLIES,5,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443618,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,"HEWCE260X: TONER,F/HP CP4525,BK - EA","OTHER, UNDEFINED","HEWCE260X: TONER,F/HP CP4525,BK - EA",HEWLETT PACKARD,HEWCE260X,187.38,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,187.38,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443618,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,"HEWCE261AG: TONER,F/HP CP4025 GOV,CN - EA","OTHER, UNDEFINED","HEWCE261AG: TONER,F/HP CP4025 GOV,CN - EA",Hewlett Packard,HEWCE261AG,214.71,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,214.71,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443759,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,DDR260A: Compatible replaces CE260A - EA,"OTHER, UNDEFINED",DDR260A: Compatible replaces CE260A - EA,DID INC,DDR260A,77.47,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,154.94,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006443974,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/13/2013,"EPSS041407: PAPER,LSTR,PHTO,SPR-B - PK","OTHER, UNDEFINED","EPSS041407: PAPER,LSTR,PHTO,SPR-B - PK","EPSON AMERICA, INC.",EPSS041407,98.58,7510,"OTHER, UNDEFINED",PK,1,DOCUMENT IMAGING DIMENSIONS INC.,98.58,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006444143,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,7510013174228CASE: Clamp Clip��� Dispenser 50 Clip - CS,"OTHER, UNDEFINED",7510013174228CASE: Clamp Clip��� Dispenser 50 Clip - CS,AbilityOne,7510013174228CASE,74.29,7510,"OTHER, UNDEFINED",CA,1,DOCUMENT IMAGING DIMENSIONS INC.,74.29,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006444404,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,"NSN5214221: 7045015214221,DISC,CD,SV - EA","OTHER, UNDEFINED","NSN5214221: 7045015214221,DISC,CD,SV - EA",AbilityOne,NSN5214221,18.15,7510,"OTHER, UNDEFINED",EA,8,DOCUMENT IMAGING DIMENSIONS INC.,145.2,OFFICE SUPPLIES,8,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006444564,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/15/2013,"NSN4822994: 7510004822994 BNDR,NAVAL - EA","OTHER, UNDEFINED","NSN4822994: 7510004822994 BNDR,NAVAL - EA",AbilityOne,NSN4822994,4.93,7510,"OTHER, UNDEFINED",EA,12,DOCUMENT IMAGING DIMENSIONS INC.,59.16,OFFICE SUPPLIES,12,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006444728,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,NSN5068500: 7520015068500 PENRETC BK - DZ,"OTHER, UNDEFINED",NSN5068500: 7520015068500 PENRETC BK - DZ,AbilityOne,NSN5068500,18.27,7510,"OTHER, UNDEFINED",DZ,4,DOCUMENT IMAGING DIMENSIONS INC.,73.08,OFFICE SUPPLIES,4,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006444845,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,"7530002223521: Accounting Book, 192 Pages, 5 - EA","OTHER, UNDEFINED","7530002223521: Accounting Book, 192 Pages, 5 - EA",United Book Press,7.53E+12,3.19,7510,"OTHER, UNDEFINED",EA,20,DOCUMENT IMAGING DIMENSIONS INC.,63.8,OFFICE SUPPLIES,20,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006444845,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,"7530002223525: Accounting Book, 192 Pages, 8 - EA","OTHER, UNDEFINED","7530002223525: Accounting Book, 192 Pages, 8 - EA",United Book Press,7.53E+12,4.25,7510,"OTHER, UNDEFINED",EA,8,DOCUMENT IMAGING DIMENSIONS INC.,34,OFFICE SUPPLIES,8,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006444845,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,NSN3174228: 7510013174228CLIP SYS REF - BX,"OTHER, UNDEFINED",NSN3174228: 7510013174228CLIP SYS REF - BX,AbilityOne,NSN3174228,3.23,7510,"OTHER, UNDEFINED",BX,5,DOCUMENT IMAGING DIMENSIONS INC.,16.15,OFFICE SUPPLIES,5,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006444845,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,"NSN9908884: 7530009908884,FLDR,PB,RED - EA","OTHER, UNDEFINED","NSN9908884: 7530009908884,FLDR,PB,RED - EA",AbilityOne,NSN9908884,2.54,7510,"OTHER, UNDEFINED",EA,200,DOCUMENT IMAGING DIMENSIONS INC.,508,OFFICE SUPPLIES,200,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006444845,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,"WLJ55208: INDEX,8TAB,COLOR,11X9.25 - ST","OTHER, UNDEFINED","WLJ55208: INDEX,8TAB,COLOR,11X9.25 - ST","ACCO BRANDS, INC.",WLJ55208,1.9,7510,"OTHER, UNDEFINED",ST,10,DOCUMENT IMAGING DIMENSIONS INC.,19,OFFICE SUPPLIES,10,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006444850,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,7530000431194: Folder PB LTR SC Green 2Fas - C,"OTHER, UNDEFINED",7530000431194: Folder PB LTR SC Green 2Fas - C,AbilityOne,7.53E+12,68.13,7510,"OTHER, UNDEFINED",HU,1,DOCUMENT IMAGING DIMENSIONS INC.,68.13,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445135,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,"HEWCE263AG: TONER,F/HP CP4025 GOV,MG - EA","OTHER, UNDEFINED","HEWCE263AG: TONER,F/HP CP4025 GOV,MG - EA",Hewlett Packard,HEWCE263AG,214.71,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,214.71,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445135,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,"XER106R02185: Rplcmt Blk Tnr 8,500 yld - EA","OTHER, UNDEFINED","XER106R02185: Rplcmt Blk Tnr 8,500 yld - EA",XEROX O P B,XER106R02185,108.02,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,108.02,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445154,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,7510005842490: Double Pocket Portfolio Light - BX,"OTHER, UNDEFINED",7510005842490: Double Pocket Portfolio Light - BX,AbilityOne,7.51001E+12,12.55,7510,"OTHER, UNDEFINED",BX,10,DOCUMENT IMAGING DIMENSIONS INC.,125.5,OFFICE SUPPLIES,10,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445154,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,7510012360059: Document Protectors 50pk - BX,"OTHER, UNDEFINED",7510012360059: Document Protectors 50pk - BX,AbilityOne,7.51001E+12,5.27,7510,"OTHER, UNDEFINED",BX,6,DOCUMENT IMAGING DIMENSIONS INC.,31.62,OFFICE SUPPLIES,6,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445154,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,7520002402417: Plastic Tape Dispenser - Desk - EA,"OTHER, UNDEFINED",7520002402417: Plastic Tape Dispenser - Desk - EA,AbilityOne,7.52E+12,11.8,7510,"OTHER, UNDEFINED",EA,8,DOCUMENT IMAGING DIMENSIONS INC.,94.4,OFFICE SUPPLIES,8,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445154,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,"7530002223521: Accounting Book, 192 Pages, 5 - EA","OTHER, UNDEFINED","7530002223521: Accounting Book, 192 Pages, 5 - EA",United Book Press,7.53E+12,3.19,7510,"OTHER, UNDEFINED",EA,16,DOCUMENT IMAGING DIMENSIONS INC.,51.04,OFFICE SUPPLIES,16,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445154,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,N1OM96455: GEL RT 05 BLACK 12PK - DZ,"OTHER, UNDEFINED",N1OM96455: GEL RT 05 BLACK 12PK - DZ,OfficeMax,N1OM96455,14.11,7510,"OTHER, UNDEFINED",DZ,3,DOCUMENT IMAGING DIMENSIONS INC.,42.33,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445154,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,"NSN3861604: 7520013861604 PEN,RM BLK - DZ","OTHER, UNDEFINED","NSN3861604: 7520013861604 PEN,RM BLK - DZ",AbilityOne,NSN3861604,4.44,7510,"OTHER, UNDEFINED",DZ,12,DOCUMENT IMAGING DIMENSIONS INC.,53.28,OFFICE SUPPLIES,12,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445154,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/14/2013,"NSN4181281: 7530014181281, PAD(S) - PK","OTHER, UNDEFINED","NSN4181281: 7530014181281, PAD(S) - PK",AbilityOne,NSN4181281,8.59,7510,"OTHER, UNDEFINED",PK,12,DOCUMENT IMAGING DIMENSIONS INC.,103.08,OFFICE SUPPLIES,12,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445920,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/15/2013,7530008893555: Folder LTR SC Kraft 2ply 1Fas - C,"OTHER, UNDEFINED",7530008893555: Folder LTR SC Kraft 2ply 1Fas - C,AbilityOne,7.53001E+12,31.41,7510,"OTHER, UNDEFINED",HU,2,DOCUMENT IMAGING DIMENSIONS INC.,62.82,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445920,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/15/2013,"NSN3982473: 7930013982473,DUSTER - BX","OTHER, UNDEFINED","NSN3982473: 7930013982473,DUSTER - BX",AbilityOne,NSN3982473,19.51,7510,"OTHER, UNDEFINED",BX,1,DOCUMENT IMAGING DIMENSIONS INC.,19.51,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445920,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/15/2013,"NSN4457225: 7520014457225 PENRTR,MTBK - DZ","OTHER, UNDEFINED","NSN4457225: 7520014457225 PENRTR,MTBK - DZ",AbilityOne,NSN4457225,11.78,7510,"OTHER, UNDEFINED",DZ,6,DOCUMENT IMAGING DIMENSIONS INC.,70.68,OFFICE SUPPLIES,6,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445920,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/15/2013,NSN5144911: 7530015144911 LBLW.5X1.75 - BX,"OTHER, UNDEFINED",NSN5144911: 7530015144911 LBLW.5X1.75 - BX,AbilityOne,NSN5144911,24.54,7510,"OTHER, UNDEFINED",BX,2,DOCUMENT IMAGING DIMENSIONS INC.,49.08,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445920,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/15/2013,"NSN5194372: 7520015194372,MARKER,BK - DZ","OTHER, UNDEFINED","NSN5194372: 7520015194372,MARKER,BK - DZ",AbilityOne,NSN5194372,10.16,7510,"OTHER, UNDEFINED",DZ,6,DOCUMENT IMAGING DIMENSIONS INC.,60.96,OFFICE SUPPLIES,6,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445920,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/15/2013,"NSN5194374: 7520015194374,MRKR,1DZ,RD - DZ","OTHER, UNDEFINED","NSN5194374: 7520015194374,MRKR,1DZ,RD - DZ",AbilityOne,NSN5194374,10.72,7510,"OTHER, UNDEFINED",DZ,2,DOCUMENT IMAGING DIMENSIONS INC.,21.44,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445920,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/15/2013,"UNV83436: TAPE,WRITE ON,3/4X36YD - RL","OTHER, UNDEFINED","UNV83436: TAPE,WRITE ON,3/4X36YD - RL",UNIVERSAL OFFICE PRODUCTS,UNV83436,0.63,7510,"OTHER, UNDEFINED",RL,12,DOCUMENT IMAGING DIMENSIONS INC.,7.56,OFFICE SUPPLIES,12,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006445998,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/15/2013,DDRE250: Compatible replaces E250A21A - EA,"OTHER, UNDEFINED",DDRE250: Compatible replaces E250A21A - EA,DID INC,DDRE250,34.37,7510,"OTHER, UNDEFINED",EA,6,DOCUMENT IMAGING DIMENSIONS INC.,206.22,OFFICE SUPPLIES,6,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006446753,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/19/2013,DDR260A: Compatible replaces CE260A - EA,"OTHER, UNDEFINED",DDR260A: Compatible replaces CE260A - EA,DID INC,DDR260A,77.47,7510,"OTHER, UNDEFINED",EA,4,DOCUMENT IMAGING DIMENSIONS INC.,309.88,OFFICE SUPPLIES,4,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006446753,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/19/2013,"HAM86700: PAPER,GREAT,LTR,20#RCY,WE - CT","OTHER, UNDEFINED","HAM86700: PAPER,GREAT,LTR,20#RCY,WE - CT",HAMMERMILL/HP EVERYDAY PAPERS,HAM86700,39.02,7510,"OTHER, UNDEFINED",CT,25,DOCUMENT IMAGING DIMENSIONS INC.,975.5,OFFICE SUPPLIES,25,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006446895,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/22/2013,HSM1311: HSM1311 - EA,"OTHER, UNDEFINED",HSM1311: HSM1311 - EA,HSM of America,HSM1311,1042.19,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,2084.38,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006447171,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/19/2013,"HEW51649A: INKCART,DJ 600 SERIES,COL - EA","OTHER, UNDEFINED","HEW51649A: INKCART,DJ 600 SERIES,COL - EA",Hewlett Packard,HEW51649A,33.51,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,67.02,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006447192,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/19/2013,7510001614284: Prong Fastener/ Compressor - - BX,"OTHER, UNDEFINED",7510001614284: Prong Fastener/ Compressor - - BX,AbilityOne,7.51E+12,4.6,7510,"OTHER, UNDEFINED",BX,3,DOCUMENT IMAGING DIMENSIONS INC.,13.8,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006447192,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/19/2013,7530009594441: Tab Divider Sheets With 3-Rin - ST,"OTHER, UNDEFINED",7530009594441: Tab Divider Sheets With 3-Rin - ST,AbilityOne,7.53001E+12,5.67,7510,"OTHER, UNDEFINED",ST,7,DOCUMENT IMAGING DIMENSIONS INC.,39.69,OFFICE SUPPLIES,7,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006447491,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"SAN16001: MARKER,VISAVIS,FINE,BK - DZ","OTHER, UNDEFINED","SAN16001: MARKER,VISAVIS,FINE,BK - DZ",SANFORD,SAN16001,11.25,7510,"OTHER, UNDEFINED",DZ,5,DOCUMENT IMAGING DIMENSIONS INC.,56.25,OFFICE SUPPLIES,5,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006447494,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE261AG: TONER,F/HP CP4025 GOV,CN - EA","OTHER, UNDEFINED","HEWCE261AG: TONER,F/HP CP4025 GOV,CN - EA",Hewlett Packard,HEWCE261AG,214.71,7510,"OTHER, UNDEFINED",EA,2,DOCUMENT IMAGING DIMENSIONS INC.,429.42,OFFICE SUPPLIES,2,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006447494,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE263AG: TONER,F/HP CP4025 GOV,MG - EA","OTHER, UNDEFINED","HEWCE263AG: TONER,F/HP CP4025 GOV,MG - EA",Hewlett Packard,HEWCE263AG,214.71,7510,"OTHER, UNDEFINED",EA,3,DOCUMENT IMAGING DIMENSIONS INC.,644.13,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006447494,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"XER108R00575: CONTAINER,WASTE, 7750 - EA","OTHER, UNDEFINED","XER108R00575: CONTAINER,WASTE, 7750 - EA",Xerox,XER108R00575,25.39,7510,"OTHER, UNDEFINED",EA,3,DOCUMENT IMAGING DIMENSIONS INC.,76.17,OFFICE SUPPLIES,3,0,DOD EMALL,OFFICE SUPPLIES,38062712
DEPARTMENT OF THE NAVY,MOMS00006447523,DEPARTMENT OF THE NAVY,GS-02F-XA002,OS2,2/20/2013,"HEWCE251AG: TONER,F/CP3525/CM3530,CN - EA","OTHER, UNDEFINED","HEWCE251AG: TONER,F/CP3525/CM3530,CN - EA",Hewlett Packard,HEWCE251AG,141.48,7510,"OTHER, UNDEFINED",EA,1,DOCUMENT IMAGING DIMENSIONS INC.,141.48,OFFICE SUPPLIES,1,0,DOD EMALL,OFFICE SUPPLIES,38062712
